Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted
Cat,18,Siamese,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,200,4,Yes
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Dog,18,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,6,No
Dog,72,French Bulldog,Female,White,No Color,Medium,Short,Yes,No,Healthy,100,8,Yes
Dog,0,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes
Dog,5,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,1,No
Dog,18,Pit Bull Terrier,Male,Gray,No Color,Medium,Short,Yes,No,Healthy,10,2,Yes
Dog,5,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,No
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,1,7,Yes
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,10,Yes
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,4,Yes
Cat,4,Bengal,Female,Black,Gray,Small,Short,No,No,Healthy,250,3,No
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,2,No
Dog,24,Beagle,Male,Black,Brown,Medium,Short,Yes,No,Healthy,300,1,Yes
Cat,4,Norwegian Forest Cat,Female,Cream,Gray,Medium,Long,Not Sure,No,Healthy,0,1,Yes
Cat,10,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,100,1,No
Dog,24,Mixed Breed,Female,White,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,No
Cat,17,Domestic Medium Hair,Female,White,No Color,Large,Medium,Not Sure,No,Healthy,25,2,Yes
Cat,2,Domestic Short Hair,Female,Cream,White,Small,Short,No,No,Healthy,0,4,Yes
Cat,2,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,2,Yes
Cat,72,Domestic Short Hair,Female,Black,White,Small,Short,Yes,Yes,Healthy,0,1,Yes
Cat,36,Domestic Short Hair,Male,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
Cat,3,Domestic Short Hair,Male,Black,Gray,Large,Short,Yes,No,Healthy,0,1,Yes
Dog,21,German Shepherd Dog,Male,Black,White,Large,Medium,Yes,Yes,Healthy,0,1,Yes
Dog,12,Mixed Breed,Female,Cream,No Color,Medium,Short,No,Yes,Healthy,0,5,Yes
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Dog,4,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Minor Injury,0,4,No
Cat,4,Domestic Short Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,65,5,Yes
Dog,15,Mixed Breed,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,1,No
Dog,5,Mixed Breed,Female,Yellow,No Color,Medium,Medium,Yes,No,Healthy,0,3,Yes
Cat,2,Tortoiseshell,Female,Brown,Golden,Medium,Medium,Yes,No,Healthy,0,11,Yes
Cat,3,Domestic Short Hair,Female,Black,Golden,Small,Short,No,No,Healthy,0,5,Yes
Dog,1,Mixed Breed,Male,Black,White,Medium,Medium,No,No,Healthy,0,2,Yes
Dog,11,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No
Dog,24,Boston Terrier,Female,Black,White,Small,Short,Yes,Yes,Healthy,350,5,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,15,Yes
Dog,2,Mixed Breed,Female,Black,White,Small,Short,No,No,Healthy,0,4,No
Cat,12,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,100,3,No
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes
Dog,4,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,150,1,No
Cat,2,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,5,Yes
Cat,18,Domestic Short Hair,Female,Gray,No Color,Small,Short,Yes,Yes,Healthy,30,2,Yes
Dog,3,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,1,Yes
Cat,1,Domestic Short Hair,Female,Brown,No Color,Small,Short,No,No,Healthy,0,1,Yes
Cat,12,Domestic Medium Hair,Female,Brown,Golden,Small,Medium,Yes,Yes,Minor Injury,0,1,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,7,Yes
Dog,36,Shih Tzu,Male,Cream,No Color,Medium,Short,Yes,Not Sure,Healthy,80,3,Yes
Dog,1,Mixed Breed,Male,Black,Yellow,Medium,Short,No,No,Healthy,0,4,Yes
Dog,12,Labrador Retriever,Male,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,2,No
Cat,1,Domestic Medium Hair,Male,Black,Brown,Small,Medium,No,No,Healthy,0,1,Yes
Dog,24,Rottweiler,Male,Black,Brown,Large,Short,Not Sure,Not Sure,Healthy,0,1,Yes
Dog,24,Mixed Breed,Female,Cream,White,Medium,Short,Yes,No,Healthy,50,3,No
Cat,4,Domestic Short Hair,Male,Black,White,Small,Short,Yes,Yes,Healthy,0,7,Yes
Dog,24,Spitz,Male,Brown,White,Medium,Long,Yes,No,Healthy,200,1,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes
Cat,3,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,2,Yes
Cat,4,Domestic Short Hair,Female,Black,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No
Cat,48,Domestic Short Hair,Female,Black,Gray,Large,Short,Yes,Yes,Healthy,0,1,No
Cat,36,Domestic Short Hair,Female,Golden,Gray,Medium,Medium,Not Sure,Yes,Healthy,0,5,No
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,2,No
Cat,4,Domestic Short Hair,Male,Yellow,White,Small,Short,No,No,Minor Injury,0,3,Yes
Dog,5,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,20,1,No
Dog,3,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,5,Yes
Cat,3,Domestic Short Hair,Male,Black,Gray,Small,Short,Yes,Not Sure,Healthy,0,8,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,50,1,Yes
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,20,1,Yes
Dog,6,Mixed Breed,Female,Cream,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes
Cat,3,Domestic Long Hair,Male,Black,No Color,Small,Medium,No,No,Healthy,0,1,Yes
Cat,12,Domestic Long Hair,Female,Gray,White,Medium,Medium,Yes,No,Healthy,0,3,Yes
Dog,24,Mixed Breed,Male,Brown,White,Medium,Long,Not Sure,Not Sure,Serious Injury,0,3,Yes
Dog,5,Mixed Breed,Female,Brown,Golden,Small,Short,Yes,Yes,Healthy,0,2,No
Dog,3,Mixed Breed,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,3,Yes
Cat,4,Tabby,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,2,No
Cat,4,Domestic Long Hair,Female,Brown,Yellow,Medium,Long,Yes,No,Healthy,50,5,Yes
Cat,6,Domestic Medium Hair,Female,Golden,White,Medium,Long,Yes,No,Healthy,0,2,Yes
Dog,42,Doberman Pinscher,Male,Black,No Color,Large,Short,Yes,No,Healthy,0,5,Yes
Dog,1,Australian Kelpie,Female,Brown,Gray,Medium,Short,No,No,Healthy,0,3,Yes
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,50,4,Yes
Cat,3,Domestic Medium Hair,Male,Gray,No Color,Medium,Medium,No,No,Healthy,0,1,No
Dog,19,Labrador Retriever,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,0,3,No
Dog,36,Labrador Retriever,Male,Cream,White,Small,Short,Not Sure,No,Healthy,0,9,Yes
Dog,2,Dalmatian,Male,Black,White,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,20,1,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,19,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,100,3,No
Cat,3,Domestic Medium Hair,Female,Black,Yellow,Small,Medium,No,No,Healthy,0,1,No
Cat,24,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,2,No
Cat,1,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,Yes
Cat,2,Domestic Medium Hair,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,2,No
Cat,3,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,No,Healthy,50,3,Yes
Dog,1,Mixed Breed,Female,Black,Golden,Medium,Medium,No,No,Healthy,50,10,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,4,Yes
Dog,20,Schnauzer,Male,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,250,0,Yes
Dog,5,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,50,8,Yes
Dog,1,German Shepherd Dog,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes
Cat,8,Domestic Medium Hair,Female,Yellow,Gray,Small,Medium,Yes,No,Healthy,0,5,Yes
Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,4,Yes
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,15,4,Yes
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,No
Dog,3,Mixed Breed,Male,Cream,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
Cat,1,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,3,Yes
Dog,12,German Shepherd Dog,Male,Brown,Yellow,Medium,Short,No,Yes,Healthy,0,1,No
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Dog,4,Mixed Breed,Male,Golden,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes
Cat,2,Siamese,Female,Black,White,Medium,Short,No,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes
Dog,24,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,0,4,Yes
Dog,2,Mixed Breed,Female,Cream,White,Medium,Short,No,No,Healthy,20,1,Yes
Cat,1,Domestic Short Hair,Male,Black,White,Medium,Medium,No,No,Healthy,30,2,No
Dog,3,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
Cat,12,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,Yes,Yes,Healthy,0,1,No
Dog,72,Wheaten Terrier,Female,Brown,Gray,Medium,Medium,Yes,Yes,Healthy,0,4,Yes
Cat,24,Abyssinian,Female,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,1,Yes
Dog,3,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,30,Yes
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,5,No
Cat,1,Domestic Short Hair,Male,Black,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,4,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Small,Short,Yes,No,Healthy,0,3,No
Cat,5,Oriental Short Hair,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Dog,3,Beagle,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,3,Yes
Cat,15,Domestic Medium Hair,Female,Golden,White,Medium,Medium,Yes,Not Sure,Healthy,1,1,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
Dog,24,Mixed Breed,Male,Black,White,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
Dog,12,Jack Russell Terrier,Female,White,No Color,Small,Short,Yes,Not Sure,Healthy,0,2,Yes
Cat,3,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,No,Healthy,0,5,Yes
Cat,2,Domestic Short Hair,Male,Black,Yellow,Medium,Short,No,No,Healthy,50,4,Yes
Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,30,Japanese Bobtail,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,0,2,Yes
Dog,36,Poodle,Female,Cream,No Color,Small,Long,Not Sure,No,Healthy,0,0,Yes
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes
Dog,48,Cocker Spaniel,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,200,0,Yes
Cat,5,Tabby,Male,Black,Gray,Medium,Short,Yes,No,Healthy,0,5,Yes
Dog,36,Golden Retriever,Male,Golden,No Color,Large,Medium,Not Sure,Not Sure,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Cream,White,Medium,Medium,Yes,No,Healthy,0,2,No
Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,No,Healthy,0,19,Yes
Dog,72,Mixed Breed,Male,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,No
Cat,2,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,7,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Large,Short,No,No,Healthy,50,2,Yes
Dog,14,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,No
Dog,2,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,3,Yes
Dog,18,Mixed Breed,Female,Black,Golden,Medium,Short,Yes,Yes,Healthy,0,10,No
Cat,36,Domestic Short Hair,Female,Yellow,No Color,Large,Short,Yes,No,Healthy,0,10,No
Cat,6,Domestic Medium Hair,Female,Brown,Gray,Medium,Long,Not Sure,Not Sure,Healthy,0,6,Yes
Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,6,Yes
Cat,2,Domestic Short Hair,Female,Black,Golden,Small,Short,No,No,Healthy,0,3,Yes
Cat,12,Domestic Medium Hair,Male,Yellow,No Color,Medium,Long,No,No,Healthy,0,5,No
Cat,6,Domestic Short Hair,Female,Black,Gray,Small,Short,Not Sure,Not Sure,Healthy,0,4,Yes
Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,13,Yes
Dog,1,Mixed Breed,Female,Brown,Golden,Small,Short,No,No,Healthy,0,2,No
Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,5,Yes
Dog,12,Basset Hound,Male,Black,Brown,Small,Short,Not Sure,Not Sure,Minor Injury,0,3,Yes
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,0,Yes
Dog,60,Rottweiler,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,1,Yes
Dog,1,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,3,Yes
Cat,8,Egyptian Mau,Male,Black,Gray,Medium,Medium,Yes,Not Sure,Healthy,100,5,No
Dog,12,Mixed Breed,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,0,4,Yes
Dog,132,Jack Russell Terrier,Female,Brown,White,Small,Short,Yes,No,Healthy,0,3,No
Cat,6,Domestic Short Hair,Male,Black,Brown,Small,Short,Yes,Yes,Healthy,100,3,Yes
Cat,0,Birman,Male,Black,Gray,Medium,Medium,Yes,Yes,Healthy,10,0,No
Dog,1,Mixed Breed,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes
Cat,3,Oriental Short Hair,Female,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
Cat,3,Domestic Short Hair,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
Dog,4,Mixed Breed,Female,Yellow,White,Medium,Short,No,No,Healthy,0,2,No
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No
Dog,60,Belgian Shepherd Dog Sheepdog,Male,Brown,No Color,Medium,Medium,Not Sure,No,Healthy,0,1,Yes
Dog,60,Spitz,Male,Black,White,Small,Medium,Yes,Yes,Healthy,0,2,No
Dog,10,Mixed Breed,Male,White,No Color,Medium,Short,Yes,Yes,Healthy,300,2,No
Dog,2,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,0,2,Yes
Dog,3,Mixed Breed,Male,Brown,Cream,Small,Long,Not Sure,Not Sure,Healthy,0,1,No
Dog,4,Mixed Breed,Female,Black,White,Large,Medium,No,No,Healthy,0,1,Yes
Dog,5,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,15,Yes
Dog,4,Mixed Breed,Male,White,No Color,Medium,Short,Not Sure,No,Healthy,0,1,Yes
Cat,3,Siamese,Female,Black,Gray,Medium,Medium,Yes,No,Healthy,150,6,Yes
Cat,6,Domestic Short Hair,Female,Yellow,White,Medium,Long,No,No,Healthy,0,1,No
Dog,72,Labrador Retriever,Female,Cream,No Color,Large,Medium,Yes,Yes,Healthy,700,6,Yes
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,3,Yes
Cat,5,Domestic Short Hair,Female,Brown,Gray,Medium,Short,No,No,Healthy,0,5,No
Dog,1,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,24,Mixed Breed,Female,Black,White,Small,Medium,Yes,Yes,Healthy,0,3,No
Dog,18,Cocker Spaniel,Male,Golden,No Color,Medium,Long,Yes,No,Healthy,300,3,Yes
Dog,18,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,No
Cat,3,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,9,Yes
Dog,3,Mixed Breed,Female,Black,No Color,Small,Medium,Not Sure,No,Healthy,0,2,Yes
Dog,72,Rottweiler,Female,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,7,Yes
Dog,84,Cocker Spaniel,Male,Brown,Golden,Medium,Medium,Not Sure,No,Healthy,0,1,No
Cat,2,Domestic Medium Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,5,Yes
Cat,7,Tortoiseshell,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,5,No
Cat,4,Domestic Medium Hair,Male,Black,Gray,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,No
Dog,0,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,5,Yes
Cat,2,Domestic Short Hair,Male,Brown,Cream,Small,Short,No,No,Healthy,0,3,Yes
Cat,2,Domestic Short Hair,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
Cat,12,Domestic Short Hair,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,2,No
Cat,17,Domestic Short Hair,Female,Black,Gray,Small,Short,Yes,Not Sure,Minor Injury,0,4,Yes
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,30,5,Yes
Dog,37,Labrador Retriever,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,0,3,Yes
Dog,8,Dalmatian,Female,Black,White,Small,Short,No,No,Healthy,0,11,No
Cat,3,Domestic Short Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes
Cat,2,Domestic Short Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,3,Yes
Cat,8,Domestic Short Hair,Male,Gray,No Color,Medium,Short,No,No,Healthy,0,3,No
Dog,19,Mixed Breed,Female,White,No Color,Large,Short,No,No,Healthy,0,13,Yes
Dog,52,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,Not Sure,Healthy,100,4,Yes
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,1,Domestic Long Hair,Male,Black,Brown,Small,Medium,No,No,Healthy,0,1,Yes
Dog,3,Labrador Retriever,Male,Yellow,No Color,Large,Short,No,Yes,Healthy,350,4,Yes
Cat,60,American Shorthair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Large,Short,Yes,No,Healthy,0,5,Yes
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes
Dog,7,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,110,4,Yes
Dog,60,German Shepherd Dog,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,0,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,23,Yes
Dog,17,Bull Terrier,Female,White,No Color,Small,Short,Yes,No,Healthy,0,2,Yes
Cat,7,Persian,Female,Black,No Color,Medium,Long,No,No,Healthy,0,5,Yes
Dog,3,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,7,Yes
Cat,2,Domestic Short Hair,Female,Black,Cream,Medium,Short,No,No,Healthy,170,4,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Cat,10,Domestic Short Hair,Female,White,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,10,Yes
Dog,0,Bullmastiff,Male,Black,White,Medium,Short,No,No,Healthy,0,6,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Dog,54,Shih Tzu,Female,Golden,No Color,Small,Medium,Not Sure,Yes,Healthy,350,1,Yes
Cat,12,Domestic Short Hair,Female,Black,Brown,Large,Short,Yes,Yes,Healthy,100,1,No
Cat,1,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,3,Yes
Cat,2,Domestic Short Hair,Female,Golden,No Color,Medium,Short,No,No,Healthy,0,3,Yes
Cat,3,Domestic Short Hair,Female,Brown,Cream,Small,Short,No,No,Healthy,0,5,Yes
Cat,18,Domestic Short Hair,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,2,Yes
Dog,12,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,0,4,Yes
Cat,5,Domestic Long Hair,Female,Black,Yellow,Large,Short,No,No,Healthy,0,2,Yes
Cat,3,Persian,Male,Yellow,No Color,Small,Medium,No,No,Healthy,0,5,No
Cat,6,Calico,Female,Brown,Yellow,Medium,Short,Yes,No,Healthy,0,1,Yes
Dog,3,Mixed Breed,Male,Brown,Yellow,Medium,Short,Yes,Not Sure,Healthy,0,3,No
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Cat,5,Domestic Long Hair,Female,Black,No Color,Small,Long,No,No,Healthy,0,2,Yes
Cat,4,Domestic Short Hair,Female,Brown,Cream,Small,Short,No,No,Healthy,0,3,No
Dog,0,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,4,Yes
Dog,36,Mixed Breed,Male,Brown,Cream,Medium,Medium,Yes,Yes,Healthy,0,4,No
Cat,5,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,1,Yes
Dog,1,Border Collie,Male,Black,No Color,Medium,Medium,No,No,Healthy,200,5,Yes
Cat,7,Domestic Short Hair,Female,Yellow,White,Medium,Short,No,No,Healthy,0,5,No
Cat,3,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,11,Yes
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,30,Yes
Cat,1,Domestic Medium Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,10,Yes
Dog,36,Mixed Breed,Male,Black,No Color,Medium,Medium,No,Not Sure,Minor Injury,0,3,No
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,No
Dog,24,Jack Russell Terrier,Female,Brown,Cream,Small,Medium,Yes,Yes,Healthy,0,4,Yes
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,12,Mixed Breed,Female,Cream,White,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes
Dog,48,Golden Retriever,Female,Golden,Yellow,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,Yes
Cat,2,Domestic Medium Hair,Female,Black,Brown,Small,Medium,No,No,Healthy,0,4,Yes
Cat,36,Bombay,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,3,Yes
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,7,Yes
Cat,2,Korat,Male,Golden,Cream,Medium,Medium,No,No,Healthy,100,4,Yes
Dog,24,Shih Tzu,Female,Golden,Cream,Small,Long,Yes,No,Healthy,0,1,No
Dog,1,Mixed Breed,Female,Black,Brown,Small,Medium,No,No,Healthy,0,4,Yes
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Minor Injury,0,5,No
Dog,9,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,7,Yes
Dog,12,Mixed Breed,Female,White,No Color,Medium,Short,Not Sure,Yes,Healthy,0,2,Yes
Cat,4,Siamese,Female,Black,Brown,Medium,Medium,No,Yes,Healthy,50,10,Yes
Dog,36,Shih Tzu,Female,Brown,White,Small,Long,Yes,Yes,Healthy,0,1,Yes
Dog,24,Labrador Retriever,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
Cat,3,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,60,5,Yes
Cat,2,Domestic Long Hair,Male,Black,No Color,Small,Medium,No,No,Healthy,80,1,No
Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,3,Yes
Dog,4,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,2,Yes
Cat,12,Siamese,Male,Brown,Cream,Large,Short,No,No,Minor Injury,0,3,Yes
Cat,8,Domestic Short Hair,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
