session_id,session_duration_seconds,pages_viewed,items_in_cart,cart_total_value,unique_categories_viewed,has_discount_code,is_returning_customer,device_type,traffic_source,hour_of_day,day_of_week,previous_purchases_count,avg_time_per_page_seconds,added_to_wishlist,used_search,converted
CART_01577,39,28,2,78.85,2,1,0,mobile,organic,15,5,0,1.39,1,0,0
CART_01578,144,1,4,562.5,1,1,1,mobile,organic,9,5,1,144.0,0,1,1
CART_01579,1593,19,1,100.17,3,0,0,mobile,organic,0,0,0,83.84,1,1,0
CART_01580,304,8,3,120.37,5,0,0,mobile,paid,18,5,0,38.0,0,0,0
CART_01581,1648,18,2,158.11,4,0,0,desktop,direct,2,6,0,91.56,0,0,0
CART_01582,1242,30,1,23.36,3,0,0,mobile,organic,3,0,0,41.4,0,1,0
CART_01583,1257,22,5,337.63,5,0,1,mobile,organic,4,6,29,57.14,0,1,1
CART_01584,44,22,2,295.62,1,0,0,mobile,organic,13,3,0,2.0,0,1,1
CART_01585,848,28,2,262.34,4,0,1,desktop,organic,17,1,37,30.29,0,1,1
CART_01586,1058,23,3,495.57,2,0,0,mobile,organic,19,6,0,46.0,0,1,0
CART_01587,1430,9,2,53.11,3,0,1,mobile,paid,11,5,26,158.89,0,0,0
CART_01588,623,1,1,89.98,1,1,0,mobile,email,4,4,0,623.0,1,0,0
CART_01589,728,11,2,289.48,4,1,1,desktop,email,3,0,8,66.18,0,0,1
CART_01590,1170,5,2,47.75,2,0,0,mobile,organic,23,5,0,234.0,0,1,0
CART_01591,276,3,2,52.65,1,0,1,desktop,email,11,0,9,92.0,0,1,1
CART_01592,1564,30,4,648.2,3,0,0,desktop,organic,9,5,0,52.13,0,0,0
CART_01593,239,1,2,156.33,4,1,1,mobile,organic,23,5,29,239.0,0,1,1
CART_01594,1163,12,4,231.25,4,1,0,tablet,organic,5,2,0,96.92,0,1,0
CART_01595,1063,1,6,480.3,4,0,0,mobile,paid,11,5,0,1063.0,0,1,0
CART_01596,925,29,1,167.89,3,0,0,desktop,organic,8,6,0,31.9,0,0,0
CART_01597,50,12,2,240.91,1,0,0,desktop,direct,9,4,0,4.17,0,0,0
CART_01598,649,7,1,59.86,1,0,0,tablet,organic,12,4,0,92.71,0,0,0
CART_01599,749,25,4,459.04,2,0,1,mobile,paid,12,5,6,29.96,0,1,0
CART_01600,1029,20,1,125.65,2,0,0,desktop,organic,7,0,0,51.45,1,1,0
CART_01601,1789,28,2,124.88,4,0,0,mobile,organic,8,4,0,63.89,0,1,0
CART_01602,221,28,4,72.07,1,0,0,tablet,paid,11,2,0,7.89,1,1,1
CART_01603,842,23,1,19.84,1,0,0,mobile,direct,0,6,0,36.61,0,1,0
CART_01604,434,2,4,314.13,2,1,0,mobile,direct,14,4,0,217.0,0,1,0
CART_01605,449,1,1,60.54,3,0,0,tablet,organic,3,6,0,449.0,0,1,0
CART_01606,1554,25,3,250.4,1,0,0,desktop,paid,4,6,0,62.16,0,0,0
CART_01607,1211,4,1,98.71,3,0,1,desktop,direct,16,2,46,302.75,0,1,0
CART_01608,1105,11,6,427.32,2,0,0,desktop,organic,17,4,0,100.45,1,0,0
CART_01609,135,25,1,92.22,3,1,0,mobile,organic,13,0,0,5.4,1,1,0
CART_01610,1406,7,4,145.65,5,0,0,desktop,paid,8,3,0,200.86,0,0,0
CART_01611,1788,18,1,159.92,1,0,1,mobile,direct,17,0,13,99.33,1,0,0
CART_01612,367,1,4,390.33,6,0,0,mobile,organic,4,1,0,367.0,0,1,0
CART_01613,1253,13,1,21.28,3,0,0,mobile,direct,8,3,0,96.38,0,0,0
CART_01614,1203,8,2,257.73,3,0,1,desktop,organic,2,2,29,150.38,0,0,1
CART_01615,39,30,1,15.73,2,1,1,desktop,direct,20,4,27,1.3,1,0,0
CART_01616,1122,20,3,388.94,2,0,0,mobile,direct,16,0,0,56.1,0,0,1
CART_01617,1777,11,4,597.27,2,1,1,desktop,paid,12,3,7,161.55,1,0,0
CART_01618,521,26,3,245.12,2,0,0,desktop,email,7,2,0,20.04,0,0,0
CART_01619,551,14,3,496.48,2,0,1,mobile,organic,13,6,21,39.36,0,0,0
CART_01620,1138,5,3,472.79,1,0,1,desktop,organic,3,1,16,227.6,0,1,1
CART_01621,1329,28,1,40.54,1,0,1,mobile,organic,7,5,37,47.46,0,1,1
CART_01622,1603,14,9,1280.98,4,0,1,mobile,direct,3,0,19,114.5,1,1,1
CART_01623,1108,16,4,558.1,6,0,1,mobile,organic,6,0,33,69.25,0,0,1
CART_01624,1741,3,5,319.62,3,0,1,mobile,direct,5,3,15,580.33,0,1,1
CART_01625,943,5,1,102.13,2,0,0,mobile,direct,14,3,0,188.6,0,0,0
CART_01626,1780,3,1,93.91,3,1,1,desktop,organic,12,3,29,593.33,0,0,1
CART_01627,1263,16,2,196.3,1,0,1,mobile,email,8,4,39,78.94,0,1,0
CART_01628,778,25,1,129.5,2,0,0,mobile,direct,16,6,0,31.12,0,1,0
CART_01629,940,28,6,414.1,4,0,1,desktop,direct,21,5,13,33.57,0,1,0
CART_01630,714,23,2,182.91,3,0,0,mobile,paid,22,6,0,31.04,0,1,1
CART_01631,1555,13,1,49.66,2,0,0,mobile,organic,5,1,0,119.62,1,1,0
CART_01632,1023,29,2,152.43,4,0,1,mobile,organic,5,0,7,35.28,0,1,0
CART_01633,496,18,4,326.74,1,0,1,mobile,organic,18,0,35,27.56,0,0,1
CART_01634,1647,19,1,83.18,3,1,0,mobile,organic,5,5,0,86.68,0,0,0
CART_01635,1575,15,1,26.79,1,0,0,mobile,paid,6,3,0,105.0,0,1,0
CART_01636,866,6,1,47.72,3,1,1,desktop,email,7,6,22,144.33,0,1,1
CART_01637,1157,30,2,353.03,1,0,0,mobile,organic,12,6,0,38.57,0,1,0
CART_01638,242,11,2,355.59,4,0,1,desktop,paid,14,5,11,22.0,0,1,1
CART_01639,813,27,1,109.48,2,0,0,mobile,email,18,6,0,30.11,1,0,0
CART_01640,1787,15,2,301.94,2,0,1,desktop,paid,18,3,28,119.13,0,0,1
CART_01641,910,18,3,295.3,3,0,0,desktop,organic,11,6,0,50.56,0,1,0
CART_01642,1745,19,3,501.57,2,0,0,mobile,paid,11,6,0,91.84,1,0,0
CART_01643,481,19,2,331.58,2,0,1,desktop,organic,6,1,16,25.32,0,1,1
CART_01644,724,11,1,122.58,1,1,1,mobile,organic,10,2,23,65.82,0,1,1
CART_01645,1675,18,2,196.42,4,0,0,desktop,organic,7,1,0,93.06,0,0,0
CART_01646,74,18,2,32.39,3,0,1,mobile,organic,7,0,16,4.11,0,0,1
CART_01647,1617,15,1,110.66,3,0,0,mobile,organic,19,4,0,107.8,0,0,0
CART_01648,961,16,2,95.37,3,0,0,mobile,organic,0,3,0,60.06,0,1,1
CART_01649,1651,20,1,88.94,1,0,0,mobile,organic,22,1,0,82.55,1,1,1
CART_01650,329,11,4,240.89,6,0,1,mobile,email,12,0,47,29.91,0,1,0
CART_01651,29,1,2,282.93,4,0,1,desktop,paid,8,2,2,29.0,0,0,0
CART_01652,746,11,1,52.99,1,0,1,mobile,organic,4,0,13,67.82,0,0,0
CART_01653,964,19,4,380.18,6,1,1,desktop,organic,11,5,16,50.74,0,0,0
CART_01654,1306,9,2,263.7,4,0,0,mobile,organic,18,1,0,145.11,0,0,0
CART_01655,802,21,2,172.37,4,1,0,mobile,paid,5,4,0,38.19,1,1,0
CART_01656,976,11,2,48.86,4,0,0,mobile,organic,1,4,0,88.73,0,1,0
CART_01657,371,18,2,303.75,3,0,0,desktop,direct,12,6,0,20.61,0,1,1
CART_01658,644,12,3,430.56,2,0,0,mobile,paid,11,0,0,53.67,0,1,0
CART_01659,395,18,1,139.57,3,0,1,mobile,organic,5,6,36,21.94,0,0,0
CART_01660,46,21,3,481.0,1,0,1,desktop,organic,8,0,12,2.19,1,1,1
CART_01661,368,13,2,246.19,4,0,0,desktop,direct,8,6,0,28.31,1,1,0
CART_01662,1732,16,2,91.09,3,0,0,mobile,paid,2,0,0,108.25,1,1,0
CART_01663,630,6,2,88.62,4,1,1,mobile,direct,0,5,15,105.0,0,1,1
CART_01664,595,13,2,42.3,4,1,0,tablet,organic,1,3,0,45.77,0,1,0
CART_01665,50,1,2,340.0,4,0,0,mobile,organic,13,0,0,50.0,0,1,0
CART_01666,425,29,1,177.2,3,1,0,mobile,organic,8,2,0,14.66,0,0,0
CART_01667,1693,9,3,237.6,3,1,0,mobile,email,14,3,0,188.11,0,1,0
CART_01668,1438,28,5,101.11,2,0,1,mobile,paid,1,6,24,51.36,0,1,1
CART_01669,60,15,1,99.41,1,0,0,mobile,organic,6,1,0,4.0,0,0,0
CART_01670,1594,3,1,142.3,3,1,1,mobile,organic,10,6,11,531.33,0,1,1
CART_01671,620,12,3,50.34,5,0,0,desktop,paid,4,3,0,51.67,0,0,0
CART_01672,1357,3,2,263.01,1,0,1,mobile,organic,16,6,45,452.33,1,1,1
CART_01673,500,9,1,79.48,3,0,0,mobile,email,1,4,0,55.56,0,0,0
CART_01674,1320,21,1,95.64,3,0,0,mobile,direct,16,2,0,62.86,0,1,1
CART_01675,1773,21,2,178.95,3,0,0,mobile,organic,14,1,0,84.43,0,1,0
CART_01676,1369,12,5,720.27,3,0,1,mobile,email,16,5,15,114.08,1,1,0
CART_01677,42,4,3,330.55,5,0,1,mobile,paid,17,3,4,10.5,1,1,1
CART_01678,486,2,2,141.36,4,1,0,mobile,direct,16,1,0,243.0,0,1,1
CART_01679,266,26,4,370.86,5,0,1,mobile,organic,13,6,42,10.23,1,1,1
CART_01680,1345,17,1,99.46,3,0,0,mobile,organic,21,4,0,79.12,1,0,0
CART_01681,1446,6,1,127.16,3,0,1,desktop,paid,15,3,31,241.0,0,1,1
CART_01682,639,21,4,616.94,5,1,0,desktop,paid,1,2,0,30.43,0,0,0
CART_01683,926,24,2,162.49,1,0,0,desktop,direct,2,3,0,38.58,1,0,0
CART_01684,1208,26,1,46.62,3,1,0,tablet,email,2,5,0,46.46,0,0,0
CART_01685,1595,11,2,168.16,2,0,0,tablet,paid,23,0,0,145.0,0,1,0
CART_01686,442,1,2,126.34,4,0,0,mobile,organic,7,0,0,442.0,0,0,0
CART_01687,754,10,2,36.36,4,0,1,mobile,email,12,4,21,75.4,0,1,1
CART_01688,1106,20,1,57.65,2,0,0,desktop,paid,16,5,0,55.3,0,0,0
CART_01689,1703,22,1,158.81,3,1,0,mobile,organic,15,4,0,77.41,0,1,0
CART_01690,1341,11,3,380.51,5,0,1,mobile,paid,1,0,41,121.91,0,0,1
CART_01691,1359,28,3,115.25,5,1,0,desktop,paid,1,0,0,48.54,1,0,0
CART_01692,436,2,1,88.63,1,0,0,tablet,paid,2,3,0,218.0,0,1,1
CART_01693,1725,10,1,158.57,3,0,1,desktop,paid,21,6,11,172.5,0,0,1
CART_01694,976,21,6,272.01,6,0,1,desktop,email,13,4,33,46.48,1,1,0
CART_01695,822,13,1,146.97,2,1,0,desktop,organic,0,1,0,63.23,1,1,0
CART_01696,561,22,9,760.6,3,0,0,desktop,direct,20,5,0,25.5,0,0,1
CART_01697,1526,1,5,142.01,6,0,1,desktop,email,9,1,34,1526.0,0,0,0
CART_01698,959,8,6,244.65,3,1,1,desktop,paid,18,3,27,119.88,1,0,1
CART_01699,290,1,1,140.57,3,1,0,desktop,organic,22,2,0,290.0,0,0,1
CART_01700,920,27,3,391.46,3,0,1,desktop,organic,7,6,45,34.07,0,1,1
CART_01701,1488,28,2,69.22,4,0,0,desktop,email,8,5,0,53.14,0,1,0
CART_01702,1257,15,1,81.53,3,0,1,tablet,organic,4,2,13,83.8,0,0,0
CART_01703,1552,5,5,821.69,1,0,0,mobile,email,5,1,0,310.4,1,1,0
CART_01704,1185,30,1,174.47,3,0,0,mobile,organic,19,4,0,39.5,1,1,0
CART_01705,1142,24,5,572.64,2,1,0,desktop,organic,12,4,0,47.58,0,0,0
CART_01706,268,10,5,432.91,2,0,0,mobile,organic,8,4,0,26.8,1,1,0
CART_01707,278,5,7,797.41,4,1,1,desktop,direct,9,0,13,55.6,1,1,1
CART_01708,1642,3,4,538.09,3,0,0,mobile,organic,9,5,0,547.33,0,0,0
CART_01709,1321,5,4,387.17,5,0,1,mobile,organic,13,5,20,264.2,1,0,1
CART_01710,43,10,3,390.16,3,0,0,mobile,direct,16,1,0,4.3,0,1,1
CART_01711,229,26,9,770.74,5,0,0,mobile,email,4,4,0,8.81,0,0,0
CART_01712,777,28,4,488.36,4,0,0,mobile,email,21,2,0,27.75,0,1,1
CART_01713,702,19,1,101.82,3,1,0,mobile,paid,20,6,0,36.95,0,0,0
CART_01714,354,23,1,57.51,3,1,0,mobile,direct,21,4,0,15.39,1,1,1
CART_01715,1036,3,2,241.98,3,1,0,mobile,paid,21,1,0,345.33,0,0,0
CART_01716,426,19,2,268.34,4,0,1,desktop,direct,9,5,22,22.42,1,1,1
CART_01717,1030,9,2,30.03,4,1,1,mobile,paid,4,6,20,114.44,0,1,1
CART_01718,176,11,3,277.87,5,1,0,tablet,email,22,4,0,16.0,0,1,0
CART_01719,1234,18,7,297.26,3,1,0,mobile,direct,8,0,0,68.56,0,1,0
CART_01720,1674,24,2,56.09,1,0,1,mobile,organic,22,6,23,69.75,0,1,1
CART_01721,1701,16,5,113.69,4,1,0,mobile,direct,0,5,0,106.31,0,0,1
CART_01722,1634,20,1,140.59,3,0,0,mobile,organic,0,5,0,81.7,1,0,0
CART_01723,1700,12,3,163.08,5,0,1,mobile,email,22,5,50,141.67,0,1,1
CART_01724,205,11,1,115.33,3,0,0,mobile,organic,6,5,0,18.64,0,0,0
CART_01725,559,10,1,177.6,1,0,0,mobile,organic,13,3,0,55.9,0,1,1
CART_01726,1411,2,7,794.05,6,1,0,desktop,paid,23,6,0,705.5,0,1,0
CART_01727,317,30,1,127.32,3,0,0,mobile,organic,17,2,0,10.57,1,1,0
CART_01728,624,2,1,123.27,3,0,1,mobile,direct,0,2,26,312.0,0,1,1
CART_01729,626,9,6,449.72,4,0,0,desktop,paid,17,5,0,69.56,0,1,0
CART_01730,819,10,1,138.87,3,1,0,tablet,email,7,4,0,81.9,0,1,1
CART_01731,528,6,2,318.02,3,0,0,mobile,organic,11,1,0,88.0,0,0,0
CART_01732,1157,27,1,76.71,3,1,1,mobile,paid,1,2,25,42.85,0,1,0
CART_01733,284,2,2,32.76,4,0,1,mobile,organic,13,2,16,142.0,0,0,0
CART_01734,357,4,1,22.23,1,0,0,desktop,organic,11,1,0,89.25,0,1,1
CART_01735,1445,15,2,152.44,4,0,1,desktop,direct,5,3,11,96.33,0,0,1
CART_01736,1688,30,4,365.89,4,0,0,mobile,organic,8,5,0,56.27,0,1,0
CART_01737,694,30,2,258.85,2,0,1,mobile,paid,17,0,21,23.13,1,1,0
CART_01738,599,28,1,161.24,3,0,0,mobile,organic,19,6,0,21.39,0,0,0
CART_01739,1682,8,3,233.04,4,1,1,desktop,organic,17,3,32,210.25,0,1,1
CART_01740,288,1,2,334.1,2,0,1,desktop,organic,11,0,29,288.0,0,1,1
CART_01741,886,3,1,134.76,3,0,0,desktop,organic,16,3,0,295.33,0,1,0
CART_01742,1181,15,1,68.86,3,1,1,mobile,organic,23,2,12,78.73,0,1,1
CART_01743,1500,11,5,556.41,4,1,0,mobile,email,20,4,0,136.36,0,1,0
CART_01744,459,19,1,133.55,3,0,0,mobile,direct,6,2,0,24.16,0,0,0
CART_01745,1426,12,1,172.55,3,1,0,desktop,paid,23,5,0,118.83,1,1,0
CART_01746,225,21,1,15.99,3,1,0,desktop,paid,15,1,0,10.71,1,1,1
CART_01747,292,22,3,150.29,2,0,0,mobile,direct,1,1,0,13.27,0,1,0
CART_01748,962,29,4,676.95,4,0,0,mobile,direct,5,3,0,33.17,0,1,0
CART_01749,299,2,4,490.13,2,0,1,mobile,direct,22,0,46,149.5,1,1,1
CART_01750,628,7,2,126.8,4,0,0,mobile,direct,19,0,0,89.71,0,1,0
CART_01751,279,11,1,59.34,3,1,0,desktop,email,18,5,0,25.36,0,1,0
CART_01752,602,26,1,152.34,2,1,1,tablet,organic,13,5,36,23.15,1,0,0
CART_01753,1506,14,1,169.97,3,0,1,mobile,paid,9,5,9,107.57,1,1,0
CART_01754,90,26,1,54.28,3,0,0,mobile,organic,9,1,0,3.46,1,1,0
CART_01755,1035,29,1,23.85,3,1,1,desktop,direct,11,4,3,35.69,0,1,1
CART_01756,347,27,1,167.78,1,0,0,mobile,paid,16,5,0,12.85,0,1,0
CART_01757,1512,14,5,731.26,1,0,0,desktop,email,15,5,0,108.0,0,1,0
CART_01758,1737,19,2,189.85,4,0,1,tablet,direct,2,2,14,91.42,0,0,1
CART_01759,49,11,2,133.95,3,0,0,mobile,paid,13,6,0,4.45,0,1,0
CART_01760,287,4,2,324.75,1,1,1,mobile,organic,17,6,9,71.75,0,0,1
CART_01761,535,8,1,168.91,1,1,0,tablet,organic,13,5,0,66.88,1,0,0
CART_01762,642,23,4,701.63,4,0,0,mobile,email,5,2,0,27.91,0,0,0
CART_01763,309,17,4,571.07,2,1,0,mobile,paid,15,0,0,18.18,0,1,1
CART_01764,1517,3,2,156.86,2,0,0,desktop,organic,12,2,0,505.67,0,0,0
CART_01765,1411,25,7,557.08,3,0,0,desktop,email,18,6,0,56.44,0,0,0
CART_01766,335,15,4,626.33,2,0,1,mobile,email,1,4,44,22.33,1,0,0
CART_01767,672,29,1,68.24,3,0,0,mobile,organic,10,3,0,23.17,0,0,0
CART_01768,224,12,3,484.79,2,0,0,mobile,organic,1,3,0,18.67,0,1,0
CART_01769,869,3,1,24.49,3,0,1,desktop,email,8,6,27,289.67,0,1,1
CART_01770,1726,28,1,38.71,2,1,1,desktop,paid,13,0,33,61.64,0,1,1
CART_01771,856,8,3,269.05,2,1,1,desktop,email,8,1,21,107.0,0,0,0
CART_01772,1127,2,3,209.73,5,0,0,mobile,organic,8,5,0,563.5,0,0,1
CART_01773,1241,16,2,301.81,4,0,1,mobile,direct,15,1,38,77.56,0,0,0
CART_01774,46,17,1,115.55,3,0,1,desktop,organic,12,6,10,2.71,1,1,0
CART_01775,1193,8,1,120.64,3,0,1,tablet,organic,20,6,33,149.12,0,0,0
CART_01776,1676,28,1,39.28,1,0,1,mobile,direct,16,4,28,59.86,0,1,0
CART_01777,334,10,1,46.55,1,1,1,mobile,direct,14,3,34,33.4,0,1,1
CART_01778,1071,3,6,739.74,4,0,0,mobile,organic,23,1,0,357.0,0,0,0
CART_01779,831,17,2,289.61,4,0,0,desktop,organic,13,1,0,48.88,0,1,1
CART_01780,1143,24,1,121.07,3,0,0,mobile,email,13,6,0,47.62,0,1,0
CART_01781,845,13,2,260.93,2,0,0,mobile,direct,21,0,0,65.0,1,0,0
CART_01782,326,17,3,277.03,3,0,0,mobile,email,10,4,0,19.18,0,0,1
CART_01783,962,5,2,80.41,4,1,0,desktop,organic,19,4,0,192.4,0,1,0
CART_01784,1470,2,3,328.74,4,0,1,desktop,organic,17,5,10,735.0,0,0,0
CART_01785,164,9,2,136.58,4,0,1,mobile,paid,6,4,36,18.22,0,1,1
CART_01786,1553,15,2,43.13,2,0,0,desktop,paid,10,3,0,103.53,1,0,0
CART_01787,363,13,2,265.03,4,0,0,mobile,paid,16,3,0,27.92,1,1,0
CART_01788,507,5,3,242.3,5,0,0,desktop,email,20,6,0,101.4,1,1,0
CART_01789,1181,30,4,125.85,6,0,1,desktop,paid,20,6,22,39.37,0,1,0
CART_01790,842,30,2,191.19,4,0,0,mobile,direct,3,0,0,28.07,0,0,0
CART_01791,493,29,1,106.29,2,0,1,desktop,paid,13,5,31,17.0,0,0,1
CART_01792,962,11,1,84.42,3,0,0,tablet,organic,7,1,0,87.45,0,0,0
CART_01793,1740,6,1,31.76,3,0,0,mobile,paid,10,5,0,290.0,1,1,0
CART_01794,1094,3,1,35.95,3,0,0,mobile,direct,16,2,0,364.67,0,0,0
CART_01795,657,3,2,64.54,1,0,1,mobile,email,22,0,3,219.0,0,1,0
CART_01796,929,18,4,190.98,1,0,0,tablet,direct,17,4,0,51.61,0,0,1
CART_01797,311,28,2,207.45,2,0,1,mobile,email,8,2,41,11.11,0,0,1
CART_01798,1698,8,1,165.97,3,0,1,tablet,paid,0,0,27,212.25,0,1,1
CART_01799,1798,7,3,295.49,1,0,0,desktop,paid,22,1,0,256.86,0,1,0
CART_01800,1605,18,1,79.93,3,1,0,mobile,paid,2,2,0,89.17,1,0,0
CART_01801,634,6,10,524.17,1,0,0,desktop,paid,17,2,0,105.67,0,1,0
CART_01802,634,7,1,91.98,3,0,1,desktop,direct,12,1,16,90.57,0,0,0
CART_01803,568,16,3,501.18,5,0,1,desktop,paid,2,3,41,35.5,0,1,1
CART_01804,167,18,3,245.22,5,0,1,desktop,organic,7,6,11,9.28,0,0,0
CART_01805,1693,9,5,656.82,5,1,0,desktop,organic,0,5,0,188.11,0,1,0
CART_01806,432,8,2,249.26,1,0,0,desktop,organic,11,5,0,54.0,0,0,1
CART_01807,871,7,1,107.04,3,0,0,desktop,direct,13,3,0,124.43,1,0,0
CART_01808,85,26,5,304.25,2,0,1,tablet,direct,22,1,9,3.27,0,1,1
CART_01809,1154,14,1,87.22,2,0,0,mobile,email,0,0,0,82.43,0,0,0
CART_01810,581,4,1,149.35,3,1,0,mobile,organic,11,0,0,145.25,1,1,0
CART_01811,1686,13,1,158.31,1,1,0,tablet,paid,4,3,0,129.69,0,1,1
CART_01812,1317,20,5,389.65,3,0,0,desktop,organic,15,5,0,65.85,0,0,0
CART_01813,1777,30,2,38.69,4,0,0,mobile,organic,10,2,0,59.23,0,0,1
CART_01814,1419,30,7,1005.31,3,0,0,mobile,email,17,4,0,47.3,0,1,1
CART_01815,794,9,1,167.65,3,0,1,desktop,email,9,4,31,88.22,1,0,0
CART_01816,1227,15,2,203.57,3,1,1,mobile,direct,9,0,6,81.8,1,0,1
CART_01817,1102,23,1,47.06,3,0,1,mobile,paid,17,3,29,47.91,1,0,0
CART_01818,1005,14,6,337.67,5,0,1,desktop,organic,0,3,14,71.79,0,0,0
CART_01819,636,14,2,203.09,2,0,1,mobile,paid,20,4,30,45.43,0,1,0
CART_01820,782,3,1,148.42,3,1,1,desktop,direct,1,0,28,260.67,0,1,1
CART_01821,1444,30,2,340.99,1,0,1,mobile,organic,9,5,33,48.13,0,1,1
CART_01822,674,9,1,66.98,3,0,1,mobile,paid,12,3,10,74.89,1,1,0
CART_01823,674,2,4,243.4,2,0,1,mobile,organic,5,0,48,337.0,0,1,1
CART_01824,253,3,2,45.3,2,0,1,mobile,direct,3,1,2,84.33,0,1,1
CART_01825,1521,8,1,50.42,3,0,1,mobile,email,9,2,12,190.12,0,1,1
CART_01826,30,26,1,88.05,2,0,1,mobile,direct,8,1,33,1.15,0,1,0
CART_01827,989,22,2,179.76,4,0,0,desktop,organic,18,4,0,44.95,0,1,0
CART_01828,1429,11,2,285.55,2,0,1,mobile,organic,10,4,40,129.91,0,1,0
CART_01829,1066,21,1,55.64,1,0,1,desktop,email,8,3,49,50.76,0,1,0
CART_01830,1612,15,1,62.61,3,0,1,mobile,paid,21,1,16,107.47,0,0,1
CART_01831,1588,29,2,281.42,4,0,0,desktop,direct,9,1,0,54.76,0,1,0
CART_01832,992,11,2,128.28,1,1,0,tablet,paid,13,1,0,90.18,0,0,0
CART_01833,692,18,6,373.75,5,0,0,mobile,organic,13,6,0,38.44,0,0,1
CART_01834,1560,20,2,108.0,4,0,0,mobile,paid,7,5,0,78.0,1,1,0
CART_01835,521,1,1,91.21,1,0,1,desktop,paid,1,3,26,521.0,1,1,0
CART_01836,1007,27,1,116.23,3,0,0,desktop,email,12,5,0,37.3,1,0,0
CART_01837,629,25,1,47.42,3,0,1,tablet,email,4,5,9,25.16,0,1,1
CART_01838,1691,7,1,138.86,2,0,0,mobile,direct,18,6,0,241.57,0,0,0
CART_01839,1381,28,4,233.09,1,0,0,mobile,organic,22,3,0,49.32,1,0,0
CART_01840,1147,22,8,153.76,2,1,0,mobile,paid,3,3,0,52.14,0,1,1
CART_01841,577,20,3,167.21,5,0,1,desktop,organic,7,1,50,28.85,0,1,1
CART_01842,580,22,2,294.04,4,0,1,tablet,paid,17,6,31,26.36,0,0,0
CART_01843,534,3,2,101.45,4,1,1,tablet,email,18,5,4,178.0,0,0,1
CART_01844,350,30,4,493.06,1,1,0,mobile,organic,13,0,0,11.67,0,0,1
CART_01845,617,8,4,457.47,2,1,0,mobile,email,16,5,0,77.12,0,1,0
CART_01846,145,14,1,47.58,3,0,1,desktop,email,18,0,17,10.36,0,1,1
CART_01847,196,29,2,312.22,4,1,0,mobile,organic,3,4,0,6.76,0,0,0
CART_01848,28,28,1,91.55,2,0,0,desktop,email,2,2,0,1.0,0,0,1
CART_01849,1447,30,1,164.93,1,0,1,mobile,paid,15,6,35,48.23,0,0,0
CART_01850,183,26,2,108.82,1,0,0,mobile,paid,3,5,0,7.04,0,0,0
CART_01851,118,10,2,69.26,1,0,1,tablet,organic,10,0,37,11.8,1,1,1
CART_01852,725,27,1,105.4,3,1,0,tablet,organic,15,5,0,26.85,0,0,0
CART_01853,975,23,3,77.18,5,0,1,desktop,organic,16,2,9,42.39,0,1,1
CART_01854,776,1,2,353.78,1,0,0,mobile,email,13,3,0,776.0,0,0,0
CART_01855,1764,5,3,191.64,2,0,0,mobile,organic,12,3,0,352.8,0,1,1
CART_01856,1378,1,1,16.32,1,1,0,mobile,organic,8,0,0,1378.0,0,0,0
CART_01857,1632,2,2,89.41,4,0,1,mobile,email,0,0,25,816.0,0,1,0
CART_01858,1575,26,1,59.87,1,0,0,mobile,paid,13,1,0,60.58,0,1,0
CART_01859,1150,5,3,114.3,2,1,0,mobile,email,17,2,0,230.0,0,1,1
CART_01860,22,2,2,226.51,3,1,0,mobile,organic,14,4,0,11.0,0,0,0
CART_01861,1605,28,1,19.9,3,1,1,desktop,email,4,1,7,57.32,0,0,0
CART_01862,1329,4,3,261.16,5,0,0,mobile,direct,1,4,0,332.25,0,1,0
CART_01863,634,29,1,27.01,1,0,0,mobile,email,10,1,0,21.86,0,0,0
CART_01864,1363,4,3,421.67,3,0,0,desktop,organic,9,5,0,340.75,0,0,0
CART_01865,66,8,3,503.54,4,1,1,mobile,paid,17,5,3,8.25,0,0,0
CART_01866,1707,8,1,39.07,3,0,1,mobile,paid,7,6,15,213.38,0,1,0
CART_01867,1029,30,2,346.08,3,0,0,mobile,direct,17,6,0,34.3,0,0,1
CART_01868,120,21,2,171.88,4,0,0,desktop,direct,17,3,0,5.71,0,1,1
CART_01869,780,9,1,89.64,3,0,1,mobile,paid,14,3,4,86.67,1,1,1
CART_01870,470,12,5,123.33,6,1,1,desktop,organic,12,4,43,39.17,0,1,1
CART_01871,1780,16,1,142.69,2,0,0,desktop,organic,9,5,0,111.25,0,1,1
CART_01872,580,2,1,15.79,1,0,0,tablet,organic,10,2,0,290.0,1,1,0
CART_01873,1217,28,1,90.66,1,0,0,desktop,organic,12,0,0,43.46,0,0,0
CART_01874,1647,20,1,123.43,3,0,1,mobile,email,7,6,29,82.35,0,1,1
CART_01875,1716,1,1,22.6,2,0,0,tablet,organic,22,4,0,1716.0,0,0,0
CART_01876,74,5,1,37.91,3,1,0,mobile,organic,5,0,0,14.8,0,0,1
CART_01877,30,27,1,156.64,3,1,1,desktop,organic,1,1,12,1.11,1,1,1
CART_01878,398,1,3,451.56,2,1,1,mobile,organic,3,4,11,398.0,1,0,1
CART_01879,139,1,2,229.22,4,1,1,desktop,paid,13,0,24,139.0,0,0,1
CART_01880,1535,17,1,96.22,3,0,1,mobile,direct,14,4,22,90.29,0,1,0
CART_01881,464,26,3,215.34,2,0,0,mobile,organic,20,3,0,17.85,1,1,0
CART_01882,1735,10,1,87.78,2,0,0,desktop,organic,9,6,0,173.5,0,1,0
